label,text
negative,"@united very exasperating I'm having a difficult time with Flight Booking Problems as the error message says you're undergoing maintenance. Really, now?"
positive,.@united This flight attendant was extremely helpful to a woman who had a hard time walking. Very touching!
neutral,"@united @SCVPools 
Please call me at 310-795-2210."
negative,@united no I did not make connection.  Your stellar employee Vicky Thomas refused to board me even though 23 empty seats on plane
negative,@united Of course. That was the start of my trip 3 wks. ago. Its gone further downhill on my return.
negative,@united no u don't
negative,"@united how much longer will it take? It a guitar, not a royal commission!"
neutral,"@united I have a voucher that expires next week, can I get an extension on it before it expires?"
neutral,@united you know what would be awesome? Providing us with complimentary entertainment on your flights. Especially those longer than 6 hours.
negative,"@united to Late Flight now, but in future flights, train staff better to handle emergency situations, and ground staff in Customer Service"
neutral,@united San Diego to Chicago. Leaving at 6:15 am tomorrow
positive,"@united Brian at SFO customer service deserves a raise, gave me extra meal voucher and a good joke to cheer me up after flight delay. #FTW"
positive,@united Thank you! Have a nice evening.
negative,@united it most certainly was not.
neutral,@united its available online I just can't figure out how to do it to guarantee same flight
negative,@united trying to book flight w/miles. Was on hold for 50m before I gave up. Need to get 6 on same flight using two diff # and pay 4 1tix
positive,@united No thanks.  Took care of it when I called
negative,@united y not? You're the reason we're in Houston and not NYC tonight. It took the plane an hour to take off - no explanations or sorry.
positive,@united awesome thank you very much for the help
neutral,@united you need to follow me so I can dm you to give you the info
negative,"@united @airlines. Agents arguing about check bag announcement. Looked for room until seat 20, gave up and walked back to seat 7.Unnecessary"
negative,"@united not even mentioning how rude the customer service was to us. As a business owner, I'd be mortified if my employees acted as yours"
negative,@United has time to respond to everyone else's complaints but not mine. You just lost a customer
negative,"@united ""most likely"" makes it sound like you have no idea, which is not how I want my flights to be. Please use facts thanks."
negative,@united the wait time for a baggage question is 60 minutes that's crazy is there a limit to the amount of bags I can bring internationally
negative,“@united: @leigh_emery We don't like to hear this. Is there anything we can help with? Thanks. ^EY” another empty offer for help.
negative,@united I'm try to upgrade my seats to first class but the wait time on the phone is 40 minutes... can you help?
negative,@united UA7985 is a coshared flight w/ ANA. Unable to check in 24 hrs prior.
negative,@united when a 2 hour flight turns into a 3:30 ordeal...sigh
positive,@united Thank you so much for your help with my birthday trip! Tickets are confirmed! :-)
neutral,"@united airlines.
On flight UA 1669.
Need to make UA 3781.
Can u hold the plane for us?"
positive,@united thank you.
negative,@united when will I hear? Guitar was damaged in December. I use my guitar to earn a living. Get your act together!
negative,@united I hope so but I've received no help so far. I've been on hold for more than an hour. Can someone speak to me?
negative,"@united tried other flight options as per weblink, non available for next 2 days, frustrating #notgoodenough #poorservice"
negative,@united how do you stay in business with such poor service? #poorservice #notgoodenough http://t.co/VO61LME5ja
neutral,@united Will the airline refuse my Canadian passport with less than 6 months remaining validity? Going to US.
neutral,@United #767 taxing in at #ORD @fly2ohare @AirlineGeeks #avgeek http://t.co/uPocMmuLUN
neutral,@united I am going to a service desk now to see what the options are.
negative,"@united It wasn't full, I had plenty of time to go to the gate and check, plus with my status I should have gotten on!?!"
negative,"@united Thanks for nothing. Next time I'll bring a whole extra suitcase for my 1 extra pound. That makes sense, right?"
negative,"@united first you lost all my bags, now you Cancelled Flight my flight home. 30 min wait to talk to somebody #poorservice #notgoodenough"
positive,"@united Great landing in Denver, next Rapid City. Snow starting to fall...Florida Everglades is a faint sunburn away...here comes the cold!"
positive,@united Looking forward to flying with you guys as well !!
negative,@united have better customer service at John Wayne airport.
positive,@united Bag was finally delivered and intact. Thanks for your assistance.
negative,"@united passengers seated, crew ready #WheresThePilot? Flt1088 from ORD. Hope he isn't at the bar."
negative,@united is UA938 still taking off at 9:05pm? I'm stuck on the tarmac on UA3462 waiting to get in.
negative,@united you're right. Good you caught the mechanical failure. Too bad there are no blankets. But ok.
negative,@united - we're sitting in UA1088 getting delayed because the operations can't find captain. #ridiculous #united
negative,@united truly the WORST day of flying I have ever experienced...
negative,@united you phone customer service team is bad. Think it is time for me to consider switching airlines.
neutral,I left my dildo on the plane is there any way for me to get it back? @united
positive,"@united thank you! Good service, safe flight... 1/2 way home!"
negative,"Why even ask me to DM you and offer help if you ""can't do anything"" @united #terriblecustomerservice #unitedairlines http://t.co/feC4i3Vwq7"
negative,@united Yes and that is appreciated but misinformation damages credibility.  You may want to have someone observe in Newark #fwiw
negative,"@united never fails, flying FC order ravioli get chicken. Tell the FA she says you should of told me, other people wanted chicken..idiot."
neutral,@united I have a question about my interview process I had only one interview but was the last person is that good or bad
negative,@united go bankrupt again and transfer all of your assets to $LUV. That would be great.
negative,"@united Marcus helped me - good agent, couldn't fix it. Flight was listed on website, but ""unavailable""to book. False advertising much?"
positive,"@united I may not hit any new status this year, but I’ve flown several times this year and have tried to book with y’all every time!"
